id,shop_name,owner_name,phone,city,market_area,full_address,business_type,estimated_monthly_bags
1984,"Yadav Krishna Paint House",Ramesh Yadav,+919414011984,Ajmer,"Parbatpura Industrial Area","Plot 244, Main Market, Parbatpura Industrial Area, Ajmer, Rajasthan",Texture & Putty Specialist,288
1985,"Anil Shree Ram Hardware & Paints",Anil Khandelwal,+919414011985,Kota,"DCM Road","Plot 245, Main Market, DCM Road, Kota, Rajasthan",Paint Retailer,295
1986,"Malviya Nagar Maruti Paints & Coating Traders",Dinesh Meena,+919414011986,Jaipur,"Malviya Nagar","Plot 246, Main Market, Malviya Nagar, Jaipur, Rajasthan",Hardware & Sanitary,302
1987,"Virendra Bajrang Hardware Stores",Virendra Singh,+919414011987,Sikar,"Nawalgarh Road","Plot 247, Main Market, Nawalgarh Road, Sikar, Rajasthan",Building Material Stockist,309
1988,"Jain Laxmi Paint Center",Pankaj Jain,+919414011988,Jhunjhunu,"Khemi Shakti Mandir Road","Plot 248, Main Market, Khemi Shakti Mandir Road, Jhunjhunu, Rajasthan",Exclusive Coating Dealer,316
1989,"Manu Marg Royal Paints & Texture Mart",Vinod Prajapat,+919414011989,Alwar,"Manu Marg","Plot 249, Main Market, Manu Marg, Alwar, Rajasthan",Texture & Putty Specialist,323
1990,"Jangid Ganesh Hardware & Paints",Mahesh Jangid,+919414011990,Ajmer,"Parbatpura Industrial Area","Plot 250, Main Market, Parbatpura Industrial Area, Ajmer, Rajasthan",Paint Retailer,330
1991,"Ashok Balaji Color World",Ashok Mittal,+919414011991,Kota,"DCM Road","Plot 251, Main Market, DCM Road, Kota, Rajasthan",Hardware & Sanitary,337
1992,"Sanganer Market Vijay Paint & Plywood Stores",Kamal Verma,+919414011992,Jaipur,"Sanganer Market","Plot 252, Main Market, Sanganer Market, Jaipur, Rajasthan",Building Material Stockist,344
1993,"Pradeep Modern Paint & Tools Depot",Pradeep Choudhary,+919414011993,Sikar,"Salasar Bus Stand Market","Plot 253, Main Market, Salasar Bus Stand Market, Sikar, Rajasthan",Exclusive Coating Dealer,351
1994,"Sharma National Hardware & Paints",Gopal Sharma,+919414011994,Jhunjhunu,"Peeru Singh Circle","Plot 254, Main Market, Peeru Singh Circle, Jhunjhunu, Rajasthan",Texture & Putty Specialist,358
1995,"MIA Industrial Area Paint & Hardware Store",Rajesh Sharma,+919414011995,Alwar,"MIA Industrial Area","Plot 255, Main Market, MIA Industrial Area, Alwar, Rajasthan",Paint Retailer,365
1996,"Agarwal Paints & Sanitary Mart",Sanjay Agarwal,+919414011996,Ajmer,"Parbatpura Industrial Area","Plot 256, Main Market, Parbatpura Industrial Area, Ajmer, Rajasthan",Hardware & Sanitary,372
1997,"Sunil Rangoli Colors & Paint Agency",Sunil Saini,+919414011997,Kota,"DCM Road","Plot 257, Main Market, DCM Road, Kota, Rajasthan",Building Material Stockist,379
1998,"Tonk Road Hardware & Building Materials",Mukesh Gupta,+919414011998,Jaipur,"Tonk Road","Plot 258, Main Market, Tonk Road, Jaipur, Rajasthan",Exclusive Coating Dealer,386
1999,"Ramesh Krishna Paint House",Ramesh Yadav,+919414011999,Sikar,"Kotwali Market","Plot 259, Main Market, Kotwali Market, Sikar, Rajasthan",Texture & Putty Specialist,393
2000,"Khandelwal Shree Ram Hardware & Paints",Anil Khandelwal,+919414012000,Jhunjhunu,"Gugali Market","Plot 10, Main Market, Gugali Market, Jhunjhunu, Rajasthan",Paint Retailer,50
2001,"Bhiwadi Alwar Bypass Maruti Paints & Coating Traders",Dinesh Meena,+919414012001,Alwar,"Bhiwadi Alwar Bypass","Plot 11, Main Market, Bhiwadi Alwar Bypass, Alwar, Rajasthan",Hardware & Sanitary,57
2002,"Singh Bajrang Hardware Stores",Virendra Singh,+919414012002,Ajmer,"Parbatpura Industrial Area","Plot 12, Main Market, Parbatpura Industrial Area, Ajmer, Rajasthan",Building Material Stockist,64
2003,"Pankaj Laxmi Paint Center",Pankaj Jain,+919414012003,Kota,"DCM Road","Plot 13, Main Market, DCM Road, Kota, Rajasthan",Exclusive Coating Dealer,71
2004,"Vaishali Nagar Royal Paints & Texture Mart",Vinod Prajapat,+919414012004,Jaipur,"Vaishali Nagar","Plot 14, Main Market, Vaishali Nagar, Jaipur, Rajasthan",Texture & Putty Specialist,78
2005,"Mahesh Ganesh Hardware & Paints",Mahesh Jangid,+919414012005,Sikar,"Piprali Road","Plot 15, Main Market, Piprali Road, Sikar, Rajasthan",Paint Retailer,85
2006,"Mittal Balaji Color World",Ashok Mittal,+919414012006,Jhunjhunu,"Mandawa Road","Plot 16, Main Market, Mandawa Road, Jhunjhunu, Rajasthan",Hardware & Sanitary,92
2007,"Neemrana Industrial Zone Vijay Paint & Plywood Stores",Kamal Verma,+919414012007,Alwar,"Neemrana Industrial Zone","Plot 17, Main Market, Neemrana Industrial Zone, Alwar, Rajasthan",Building Material Stockist,99
2008,"Choudhary Modern Paint & Tools Depot",Pradeep Choudhary,+919414012008,Ajmer,"Parbatpura Industrial Area","Plot 18, Main Market, Parbatpura Industrial Area, Ajmer, Rajasthan",Exclusive Coating Dealer,106
2009,"Gopal National Hardware & Paints",Gopal Sharma,+919414012009,Kota,"DCM Road","Plot 19, Main Market, DCM Road, Kota, Rajasthan",Texture & Putty Specialist,113
2010,"Mansarovar Paint & Hardware Store",Rajesh Sharma,+919414012010,Jaipur,"Mansarovar","Plot 20, Main Market, Mansarovar, Jaipur, Rajasthan",Paint Retailer,120
2011,"Sanjay Paints & Sanitary Mart",Sanjay Agarwal,+919414012011,Sikar,"Fatehpur Road","Plot 21, Main Market, Fatehpur Road, Sikar, Rajasthan",Hardware & Sanitary,127
2012,"Saini Rangoli Colors & Paint Agency",Sunil Saini,+919414012012,Jhunjhunu,"Road No 1","Plot 22, Main Market, Road No 1, Jhunjhunu, Rajasthan",Building Material Stockist,134
2013,"Delhi Gate Hardware & Building Materials",Mukesh Gupta,+919414012013,Alwar,"Delhi Gate","Plot 23, Main Market, Delhi Gate, Alwar, Rajasthan",Exclusive Coating Dealer,141
2014,"Yadav Krishna Paint House",Ramesh Yadav,+919414012014,Ajmer,"Parbatpura Industrial Area","Plot 24, Main Market, Parbatpura Industrial Area, Ajmer, Rajasthan",Texture & Putty Specialist,148
2015,"Anil Shree Ram Hardware & Paints",Anil Khandelwal,+919414012015,Kota,"DCM Road","Plot 25, Main Market, DCM Road, Kota, Rajasthan",Paint Retailer,155
2016,"Malviya Nagar Maruti Paints & Coating Traders",Dinesh Meena,+919414012016,Jaipur,"Malviya Nagar","Plot 26, Main Market, Malviya Nagar, Jaipur, Rajasthan",Hardware & Sanitary,162
2017,"Virendra Bajrang Hardware Stores",Virendra Singh,+919414012017,Sikar,"Bajoria Road","Plot 27, Main Market, Bajoria Road, Sikar, Rajasthan",Building Material Stockist,169
2018,"Jain Laxmi Paint Center",Pankaj Jain,+919414012018,Jhunjhunu,"Khemi Shakti Mandir Road","Plot 28, Main Market, Khemi Shakti Mandir Road, Jhunjhunu, Rajasthan",Exclusive Coating Dealer,176
2019,"Hope Circus Royal Paints & Texture Mart",Vinod Prajapat,+919414012019,Alwar,"Hope Circus","Plot 29, Main Market, Hope Circus, Alwar, Rajasthan",Texture & Putty Specialist,183
2020,"Jangid Ganesh Hardware & Paints",Mahesh Jangid,+919414012020,Ajmer,"Parbatpura Industrial Area","Plot 30, Main Market, Parbatpura Industrial Area, Ajmer, Rajasthan",Paint Retailer,190
2021,"Ashok Balaji Color World",Ashok Mittal,+919414012021,Kota,"DCM Road","Plot 31, Main Market, DCM Road, Kota, Rajasthan",Hardware & Sanitary,197
2022,"Sanganer Market Vijay Paint & Plywood Stores",Kamal Verma,+919414012022,Jaipur,"Sanganer Market","Plot 32, Main Market, Sanganer Market, Jaipur, Rajasthan",Building Material Stockist,204
2023,"Pradeep Modern Paint & Tools Depot",Pradeep Choudhary,+919414012023,Sikar,"Station Road","Plot 33, Main Market, Station Road, Sikar, Rajasthan",Exclusive Coating Dealer,211
2024,"Sharma National Hardware & Paints",Gopal Sharma,+919414012024,Jhunjhunu,"Peeru Singh Circle","Plot 34, Main Market, Peeru Singh Circle, Jhunjhunu, Rajasthan",Texture & Putty Specialist,218
2025,"Company Bagh Road Paint & Hardware Store",Rajesh Sharma,+919414012025,Alwar,"Company Bagh Road","Plot 35, Main Market, Company Bagh Road, Alwar, Rajasthan",Paint Retailer,225
2026,"Agarwal Paints & Sanitary Mart",Sanjay Agarwal,+919414012026,Ajmer,"Parbatpura Industrial Area","Plot 36, Main Market, Parbatpura Industrial Area, Ajmer, Rajasthan",Hardware & Sanitary,232
2027,"Sunil Rangoli Colors & Paint Agency",Sunil Saini,+919414012027,Kota,"DCM Road","Plot 37, Main Market, DCM Road, Kota, Rajasthan",Building Material Stockist,239
2028,"Tonk Road Hardware & Building Materials",Mukesh Gupta,+919414012028,Jaipur,"Tonk Road","Plot 38, Main Market, Tonk Road, Jaipur, Rajasthan",Exclusive Coating Dealer,246
2029,"Ramesh Krishna Paint House",Ramesh Yadav,+919414012029,Sikar,"Nawalgarh Road","Plot 39, Main Market, Nawalgarh Road, Sikar, Rajasthan",Texture & Putty Specialist,253
2030,"Khandelwal Shree Ram Hardware & Paints",Anil Khandelwal,+919414012030,Jhunjhunu,"Gugali Market","Plot 40, Main Market, Gugali Market, Jhunjhunu, Rajasthan",Paint Retailer,260
2031,"Manu Marg Maruti Paints & Coating Traders",Dinesh Meena,+919414012031,Alwar,"Manu Marg","Plot 41, Main Market, Manu Marg, Alwar, Rajasthan",Hardware & Sanitary,267
2032,"Singh Bajrang Hardware Stores",Virendra Singh,+919414012032,Ajmer,"Parbatpura Industrial Area","Plot 42, Main Market, Parbatpura Industrial Area, Ajmer, Rajasthan",Building Material Stockist,274
2033,"Pankaj Laxmi Paint Center",Pankaj Jain,+919414012033,Kota,"DCM Road","Plot 43, Main Market, DCM Road, Kota, Rajasthan",Exclusive Coating Dealer,281
2034,"Vaishali Nagar Royal Paints & Texture Mart",Vinod Prajapat,+919414012034,Jaipur,"Vaishali Nagar","Plot 44, Main Market, Vaishali Nagar, Jaipur, Rajasthan",Texture & Putty Specialist,288
2035,"Mahesh Ganesh Hardware & Paints",Mahesh Jangid,+919414012035,Sikar,"Salasar Bus Stand Market","Plot 45, Main Market, Salasar Bus Stand Market, Sikar, Rajasthan",Paint Retailer,295
2036,"Mittal Balaji Color World",Ashok Mittal,+919414012036,Jhunjhunu,"Mandawa Road","Plot 46, Main Market, Mandawa Road, Jhunjhunu, Rajasthan",Hardware & Sanitary,302
2037,"MIA Industrial Area Vijay Paint & Plywood Stores",Kamal Verma,+919414012037,Alwar,"MIA Industrial Area","Plot 47, Main Market, MIA Industrial Area, Alwar, Rajasthan",Building Material Stockist,309
2038,"Choudhary Modern Paint & Tools Depot",Pradeep Choudhary,+919414012038,Ajmer,"Parbatpura Industrial Area","Plot 48, Main Market, Parbatpura Industrial Area, Ajmer, Rajasthan",Exclusive Coating Dealer,316
2039,"Gopal National Hardware & Paints",Gopal Sharma,+919414012039,Kota,"DCM Road","Plot 49, Main Market, DCM Road, Kota, Rajasthan",Texture & Putty Specialist,323
2040,"Mansarovar Paint & Hardware Store",Rajesh Sharma,+919414012040,Jaipur,"Mansarovar","Plot 50, Main Market, Mansarovar, Jaipur, Rajasthan",Paint Retailer,330
2041,"Sanjay Paints & Sanitary Mart",Sanjay Agarwal,+919414012041,Sikar,"Kotwali Market","Plot 51, Main Market, Kotwali Market, Sikar, Rajasthan",Hardware & Sanitary,337
2042,"Saini Rangoli Colors & Paint Agency",Sunil Saini,+919414012042,Jhunjhunu,"Road No 1","Plot 52, Main Market, Road No 1, Jhunjhunu, Rajasthan",Building Material Stockist,344
2043,"Bhiwadi Alwar Bypass Hardware & Building Materials",Mukesh Gupta,+919414012043,Alwar,"Bhiwadi Alwar Bypass","Plot 53, Main Market, Bhiwadi Alwar Bypass, Alwar, Rajasthan",Exclusive Coating Dealer,351
2044,"Yadav Krishna Paint House",Ramesh Yadav,+919414012044,Ajmer,"Parbatpura Industrial Area","Plot 54, Main Market, Parbatpura Industrial Area, Ajmer, Rajasthan",Texture & Putty Specialist,358
2045,"Anil Shree Ram Hardware & Paints",Anil Khandelwal,+919414012045,Kota,"DCM Road","Plot 55, Main Market, DCM Road, Kota, Rajasthan",Paint Retailer,365
2046,"Malviya Nagar Maruti Paints & Coating Traders",Dinesh Meena,+919414012046,Jaipur,"Malviya Nagar","Plot 56, Main Market, Malviya Nagar, Jaipur, Rajasthan",Hardware & Sanitary,372
2047,"Virendra Bajrang Hardware Stores",Virendra Singh,+919414012047,Sikar,"Piprali Road","Plot 57, Main Market, Piprali Road, Sikar, Rajasthan",Building Material Stockist,379
2048,"Jain Laxmi Paint Center",Pankaj Jain,+919414012048,Jhunjhunu,"Khemi Shakti Mandir Road","Plot 58, Main Market, Khemi Shakti Mandir Road, Jhunjhunu, Rajasthan",Exclusive Coating Dealer,386
2049,"Neemrana Industrial Zone Royal Paints & Texture Mart",Vinod Prajapat,+919414012049,Alwar,"Neemrana Industrial Zone","Plot 59, Main Market, Neemrana Industrial Zone, Alwar, Rajasthan",Texture & Putty Specialist,393
2050,"Jangid Ganesh Hardware & Paints",Mahesh Jangid,+919414012050,Ajmer,"Parbatpura Industrial Area","Plot 60, Main Market, Parbatpura Industrial Area, Ajmer, Rajasthan",Paint Retailer,50
2051,"Ashok Balaji Color World",Ashok Mittal,+919414012051,Kota,"DCM Road","Plot 61, Main Market, DCM Road, Kota, Rajasthan",Hardware & Sanitary,57
2052,"Sanganer Market Vijay Paint & Plywood Stores",Kamal Verma,+919414012052,Jaipur,"Sanganer Market","Plot 62, Main Market, Sanganer Market, Jaipur, Rajasthan",Building Material Stockist,64
2053,"Pradeep Modern Paint & Tools Depot",Pradeep Choudhary,+919414012053,Sikar,"Fatehpur Road","Plot 63, Main Market, Fatehpur Road, Sikar, Rajasthan",Exclusive Coating Dealer,71
2054,"Sharma National Hardware & Paints",Gopal Sharma,+919414012054,Jhunjhunu,"Peeru Singh Circle","Plot 64, Main Market, Peeru Singh Circle, Jhunjhunu, Rajasthan",Texture & Putty Specialist,78
2055,"Delhi Gate Paint & Hardware Store",Rajesh Sharma,+919414012055,Alwar,"Delhi Gate","Plot 65, Main Market, Delhi Gate, Alwar, Rajasthan",Paint Retailer,85
2056,"Agarwal Paints & Sanitary Mart",Sanjay Agarwal,+919414012056,Ajmer,"Parbatpura Industrial Area","Plot 66, Main Market, Parbatpura Industrial Area, Ajmer, Rajasthan",Hardware & Sanitary,92
2057,"Sunil Rangoli Colors & Paint Agency",Sunil Saini,+919414012057,Kota,"DCM Road","Plot 67, Main Market, DCM Road, Kota, Rajasthan",Building Material Stockist,99
2058,"Tonk Road Hardware & Building Materials",Mukesh Gupta,+919414012058,Jaipur,"Tonk Road","Plot 68, Main Market, Tonk Road, Jaipur, Rajasthan",Exclusive Coating Dealer,106
2059,"Ramesh Krishna Paint House",Ramesh Yadav,+919414012059,Sikar,"Bajoria Road","Plot 69, Main Market, Bajoria Road, Sikar, Rajasthan",Texture & Putty Specialist,113
2060,"Khandelwal Shree Ram Hardware & Paints",Anil Khandelwal,+919414012060,Jhunjhunu,"Gugali Market","Plot 70, Main Market, Gugali Market, Jhunjhunu, Rajasthan",Paint Retailer,120
2061,"Hope Circus Maruti Paints & Coating Traders",Dinesh Meena,+919414012061,Alwar,"Hope Circus","Plot 71, Main Market, Hope Circus, Alwar, Rajasthan",Hardware & Sanitary,127
2062,"Singh Bajrang Hardware Stores",Virendra Singh,+919414012062,Ajmer,"Parbatpura Industrial Area","Plot 72, Main Market, Parbatpura Industrial Area, Ajmer, Rajasthan",Building Material Stockist,134
2063,"Pankaj Laxmi Paint Center",Pankaj Jain,+919414012063,Kota,"DCM Road","Plot 73, Main Market, DCM Road, Kota, Rajasthan",Exclusive Coating Dealer,141
2064,"Vaishali Nagar Royal Paints & Texture Mart",Vinod Prajapat,+919414012064,Jaipur,"Vaishali Nagar","Plot 74, Main Market, Vaishali Nagar, Jaipur, Rajasthan",Texture & Putty Specialist,148
2065,"Mahesh Ganesh Hardware & Paints",Mahesh Jangid,+919414012065,Sikar,"Station Road","Plot 75, Main Market, Station Road, Sikar, Rajasthan",Paint Retailer,155
2066,"Mittal Balaji Color World",Ashok Mittal,+919414012066,Jhunjhunu,"Mandawa Road","Plot 76, Main Market, Mandawa Road, Jhunjhunu, Rajasthan",Hardware & Sanitary,162
2067,"Company Bagh Road Vijay Paint & Plywood Stores",Kamal Verma,+919414012067,Alwar,"Company Bagh Road","Plot 77, Main Market, Company Bagh Road, Alwar, Rajasthan",Building Material Stockist,169
2068,"Choudhary Modern Paint & Tools Depot",Pradeep Choudhary,+919414012068,Ajmer,"Parbatpura Industrial Area","Plot 78, Main Market, Parbatpura Industrial Area, Ajmer, Rajasthan",Exclusive Coating Dealer,176
2069,"Gopal National Hardware & Paints",Gopal Sharma,+919414012069,Kota,"DCM Road","Plot 79, Main Market, DCM Road, Kota, Rajasthan",Texture & Putty Specialist,183
2070,"Mansarovar Paint & Hardware Store",Rajesh Sharma,+919414012070,Jaipur,"Mansarovar","Plot 80, Main Market, Mansarovar, Jaipur, Rajasthan",Paint Retailer,190
2071,"Sanjay Paints & Sanitary Mart",Sanjay Agarwal,+919414012071,Sikar,"Nawalgarh Road","Plot 81, Main Market, Nawalgarh Road, Sikar, Rajasthan",Hardware & Sanitary,197
2072,"Saini Rangoli Colors & Paint Agency",Sunil Saini,+919414012072,Jhunjhunu,"Road No 1","Plot 82, Main Market, Road No 1, Jhunjhunu, Rajasthan",Building Material Stockist,204
2073,"Manu Marg Hardware & Building Materials",Mukesh Gupta,+919414012073,Alwar,"Manu Marg","Plot 83, Main Market, Manu Marg, Alwar, Rajasthan",Exclusive Coating Dealer,211
2074,"Yadav Krishna Paint House",Ramesh Yadav,+919414012074,Ajmer,"Parbatpura Industrial Area","Plot 84, Main Market, Parbatpura Industrial Area, Ajmer, Rajasthan",Texture & Putty Specialist,218
2075,"Anil Shree Ram Hardware & Paints",Anil Khandelwal,+919414012075,Kota,"DCM Road","Plot 85, Main Market, DCM Road, Kota, Rajasthan",Paint Retailer,225
2076,"Malviya Nagar Maruti Paints & Coating Traders",Dinesh Meena,+919414012076,Jaipur,"Malviya Nagar","Plot 86, Main Market, Malviya Nagar, Jaipur, Rajasthan",Hardware & Sanitary,232
2077,"Virendra Bajrang Hardware Stores",Virendra Singh,+919414012077,Sikar,"Salasar Bus Stand Market","Plot 87, Main Market, Salasar Bus Stand Market, Sikar, Rajasthan",Building Material Stockist,239
2078,"Jain Laxmi Paint Center",Pankaj Jain,+919414012078,Jhunjhunu,"Khemi Shakti Mandir Road","Plot 88, Main Market, Khemi Shakti Mandir Road, Jhunjhunu, Rajasthan",Exclusive Coating Dealer,246
2079,"MIA Industrial Area Royal Paints & Texture Mart",Vinod Prajapat,+919414012079,Alwar,"MIA Industrial Area","Plot 89, Main Market, MIA Industrial Area, Alwar, Rajasthan",Texture & Putty Specialist,253
2080,"Jangid Ganesh Hardware & Paints",Mahesh Jangid,+919414012080,Ajmer,"Parbatpura Industrial Area","Plot 90, Main Market, Parbatpura Industrial Area, Ajmer, Rajasthan",Paint Retailer,260
2081,"Ashok Balaji Color World",Ashok Mittal,+919414012081,Kota,"DCM Road","Plot 91, Main Market, DCM Road, Kota, Rajasthan",Hardware & Sanitary,267
2082,"Sanganer Market Vijay Paint & Plywood Stores",Kamal Verma,+919414012082,Jaipur,"Sanganer Market","Plot 92, Main Market, Sanganer Market, Jaipur, Rajasthan",Building Material Stockist,274
2083,"Pradeep Modern Paint & Tools Depot",Pradeep Choudhary,+919414012083,Sikar,"Kotwali Market","Plot 93, Main Market, Kotwali Market, Sikar, Rajasthan",Exclusive Coating Dealer,281
2084,"Sharma National Hardware & Paints",Gopal Sharma,+919414012084,Jhunjhunu,"Peeru Singh Circle","Plot 94, Main Market, Peeru Singh Circle, Jhunjhunu, Rajasthan",Texture & Putty Specialist,288
2085,"Bhiwadi Alwar Bypass Paint & Hardware Store",Rajesh Sharma,+919414012085,Alwar,"Bhiwadi Alwar Bypass","Plot 95, Main Market, Bhiwadi Alwar Bypass, Alwar, Rajasthan",Paint Retailer,295
2086,"Agarwal Paints & Sanitary Mart",Sanjay Agarwal,+919414012086,Ajmer,"Parbatpura Industrial Area","Plot 96, Main Market, Parbatpura Industrial Area, Ajmer, Rajasthan",Hardware & Sanitary,302
2087,"Sunil Rangoli Colors & Paint Agency",Sunil Saini,+919414012087,Kota,"DCM Road","Plot 97, Main Market, DCM Road, Kota, Rajasthan",Building Material Stockist,309
2088,"Tonk Road Hardware & Building Materials",Mukesh Gupta,+919414012088,Jaipur,"Tonk Road","Plot 98, Main Market, Tonk Road, Jaipur, Rajasthan",Exclusive Coating Dealer,316
2089,"Ramesh Krishna Paint House",Ramesh Yadav,+919414012089,Sikar,"Piprali Road","Plot 99, Main Market, Piprali Road, Sikar, Rajasthan",Texture & Putty Specialist,323
2090,"Khandelwal Shree Ram Hardware & Paints",Anil Khandelwal,+919414012090,Jhunjhunu,"Gugali Market","Plot 100, Main Market, Gugali Market, Jhunjhunu, Rajasthan",Paint Retailer,330
2091,"Neemrana Industrial Zone Maruti Paints & Coating Traders",Dinesh Meena,+919414012091,Alwar,"Neemrana Industrial Zone","Plot 101, Main Market, Neemrana Industrial Zone, Alwar, Rajasthan",Hardware & Sanitary,337
2092,"Singh Bajrang Hardware Stores",Virendra Singh,+919414012092,Ajmer,"Parbatpura Industrial Area","Plot 102, Main Market, Parbatpura Industrial Area, Ajmer, Rajasthan",Building Material Stockist,344
