id,shop_name,district,cluster_area,owner_name,phone,full_address,primary_category,estimated_monthly_volume
2830,"New Sindhari Wall Protect & Texture Depot",Barmer,"Sindhari Road","Trader W Barmer",+919414005671,"Shop 45, Main Road, Sindhari Road, Barmer, Rajasthan","Water-Based Paints & Hardware",430
2831,"Royal VKI Trade Associates",Jaipur,"VKI Industrial Area","Trader X Jaipur",+919414005673,"Shop 46, Main Road, VKI Industrial Area, Jaipur, Rajasthan","Water-Based Paints & Hardware",43
2832,"Modern Boranada Paints & Hardware Mart",Jodhpur,"Boranada SEZ","Trader Y Jodhpur",+919414005675,"Shop 47, Main Road, Boranada SEZ, Jodhpur, Rajasthan","Water-Based Paints & Hardware",56
2833,"Star DCM Paint & Sanitary Store",Kota,"DCM Road","Trader Z Kota",+919414005677,"Shop 48, Main Road, DCM Road, Kota, Rajasthan","Water-Based Paints & Hardware",69
2834,"Classic Nokha Colors & Coatings Agency",Bikaner,"Nokha Road","Trader A Bikaner",+919414005679,"Shop 49, Main Road, Nokha Road, Bikaner, Rajasthan","Water-Based Paints & Hardware",82
2835,"National Parbatpura Hardware & Building Materials",Ajmer,"Parbatpura Industrial Area","Trader B Ajmer",+919414005681,"Shop 50, Main Road, Parbatpura Industrial Area, Ajmer, Rajasthan","Water-Based Paints & Hardware",95
2836,"Ganesh Udaisagar Wall Protect & Texture Depot",Udaipur,"Udaisagar Road","Trader C Udaipur",+919414005683,"Shop 51, Main Road, Udaisagar Road, Udaipur, Rajasthan","Water-Based Paints & Hardware",108
2837,"Maruti Gandhi Trade Associates",Bhilwara,"Gandhi Nagar","Trader D Bhilwara",+919414005685,"Shop 52, Main Road, Gandhi Nagar, Bhilwara, Rajasthan","Water-Based Paints & Hardware",121
2838,"Balaji MIA Paints & Hardware Mart",Alwar,"MIA Industrial Area","Trader E Alwar",+919414005687,"Shop 53, Main Road, MIA Industrial Area, Alwar, Rajasthan","Water-Based Paints & Hardware",134
2839,"Kalyan Bajoria Paint & Sanitary Store",Sikar,"Bajoria Road","Trader F Sikar",+919414005689,"Shop 54, Main Road, Bajoria Road, Sikar, Rajasthan","Water-Based Paints & Hardware",147
2840,"Krishna Suratgarh Colors & Coatings Agency",Sri Ganganagar,"Suratgarh Road","Trader G Sri Ganganagar",+919414005691,"Shop 55, Main Road, Suratgarh Road, Sri Ganganagar, Rajasthan","Water-Based Paints & Hardware",160
2841,"Vikas Kumher Hardware & Building Materials",Bharatpur,"Kumher Gate","Trader H Bharatpur",+919414005693,"Shop 56, Main Road, Kumher Gate, Bharatpur, Rajasthan","Water-Based Paints & Hardware",173
2842,"Shree Somnath Wall Protect & Texture Depot",Pali,"Somnath Temple Market","Trader I Pali",+919414005695,"Shop 57, Main Road, Somnath Temple Market, Pali, Rajasthan","Water-Based Paints & Hardware",186
2843,"Jai Nimbahera Trade Associates",Chittorgarh,"Nimbahera Town","Trader J Chittorgarh",+919414005697,"Shop 58, Main Road, Nimbahera Town, Chittorgarh, Rajasthan","Water-Based Paints & Hardware",199
2844,"New Gandhi Paints & Hardware Mart",Nagaur,"Gandhi Chowk","Trader K Nagaur",+919414005699,"Shop 59, Main Road, Gandhi Chowk, Nagaur, Rajasthan","Water-Based Paints & Hardware",212
2845,"Royal Mandawa Paint & Sanitary Store",Jhunjhunu,"Mandawa Road","Trader L Jhunjhunu",+919414005701,"Shop 60, Main Road, Mandawa Road, Jhunjhunu, Rajasthan","Water-Based Paints & Hardware",225
2846,"Modern Civil Colors & Coatings Agency",Tonk,"Civil Lines","Trader M Tonk",+919414005703,"Shop 61, Main Road, Civil Lines, Tonk, Rajasthan","Water-Based Paints & Hardware",238
2847,"Star Rawatsar Hardware & Building Materials",Hanumangarh,"Rawatsar Road","Trader N Hanumangarh",+919414005705,"Shop 62, Main Road, Rawatsar Road, Hanumangarh, Rajasthan","Water-Based Paints & Hardware",251
2848,"Classic Lalsot Wall Protect & Texture Depot",Dausa,"Lalsot Road","Trader O Dausa",+919414005707,"Shop 63, Main Road, Lalsot Road, Dausa, Rajasthan","Water-Based Paints & Hardware",264
2849,"National Balotra Trade Associates",Barmer,"Balotra Textile & Hardware Hub","Trader P Barmer",+919414005709,"Shop 64, Main Road, Balotra Textile & Hardware Hub, Barmer, Rajasthan","Water-Based Paints & Hardware",277
2850,"Ganesh Mansarovar Paints & Hardware Mart",Jaipur,"Mansarovar","Trader Q Jaipur",+919414005711,"Shop 65, Main Road, Mansarovar, Jaipur, Rajasthan","Water-Based Paints & Hardware",290
2851,"Maruti Sardarpura Paint & Sanitary Store",Jodhpur,"Sardarpura","Trader R Jodhpur",+919414005713,"Shop 66, Main Road, Sardarpura, Jodhpur, Rajasthan","Water-Based Paints & Hardware",303
2852,"Balaji Rampura Colors & Coatings Agency",Kota,"Rampura","Trader S Kota",+919414005715,"Shop 67, Main Road, Rampura, Kota, Rajasthan","Water-Based Paints & Hardware",316
2853,"Kalyan Sadul Hardware & Building Materials",Bikaner,"Sadul Colony","Trader T Bikaner",+919414005717,"Shop 68, Main Road, Sadul Colony, Bikaner, Rajasthan","Water-Based Paints & Hardware",329
2854,"Krishna Kishangarh Wall Protect & Texture Depot",Ajmer,"Kishangarh Marble Mandi","Trader U Ajmer",+919414005719,"Shop 69, Main Road, Kishangarh Marble Mandi, Ajmer, Rajasthan","Water-Based Paints & Hardware",342
2855,"Vikas Fatehpura Trade Associates",Udaipur,"Fatehpura","Trader V Udaipur",+919414005721,"Shop 70, Main Road, Fatehpura, Udaipur, Rajasthan","Water-Based Paints & Hardware",355
2856,"Shree RIICO Paints & Hardware Mart",Bhilwara,"RIICO Industrial Area","Trader W Bhilwara",+919414005723,"Shop 71, Main Road, RIICO Industrial Area, Bhilwara, Rajasthan","Water-Based Paints & Hardware",368
2857,"Jai Manu Paint & Sanitary Store",Alwar,"Manu Marg","Trader X Alwar",+919414005725,"Shop 72, Main Road, Manu Marg, Alwar, Rajasthan","Water-Based Paints & Hardware",381
2858,"New Fatehpur Colors & Coatings Agency",Sikar,"Fatehpur Road","Trader Y Sikar",+919414005727,"Shop 73, Main Road, Fatehpur Road, Sikar, Rajasthan","Water-Based Paints & Hardware",394
2859,"Royal Padampur Hardware & Building Materials",Sri Ganganagar,"Padampur Road","Trader Z Sri Ganganagar",+919414005729,"Shop 74, Main Road, Padampur Road, Sri Ganganagar, Rajasthan","Water-Based Paints & Hardware",407
2860,"Modern Anah Wall Protect & Texture Depot",Bharatpur,"Anah Gate","Trader A Bharatpur",+919414005731,"Shop 75, Main Road, Anah Gate, Bharatpur, Rajasthan","Water-Based Paints & Hardware",420
2861,"Star Suraj Trade Associates",Pali,"Suraj Pole","Trader B Pali",+919414005733,"Shop 76, Main Road, Suraj Pole, Pali, Rajasthan","Water-Based Paints & Hardware",433
2862,"Classic Fort Paints & Hardware Mart",Chittorgarh,"Fort Road","Trader C Chittorgarh",+919414005735,"Shop 77, Main Road, Fort Road, Chittorgarh, Rajasthan","Water-Based Paints & Hardware",46
2863,"National Makrana Paint & Sanitary Store",Nagaur,"Makrana Marble Zone","Trader D Nagaur",+919414005737,"Shop 78, Main Road, Makrana Marble Zone, Nagaur, Rajasthan","Water-Based Paints & Hardware",59
2864,"Ganesh Khetri Colors & Coatings Agency",Jhunjhunu,"Khetri Nagar","Trader E Jhunjhunu",+919414005739,"Shop 79, Main Road, Khetri Nagar, Jhunjhunu, Rajasthan","Water-Based Paints & Hardware",72
2865,"Maruti Subhash Hardware & Building Materials",Tonk,"Subhash Chowk","Trader F Tonk",+919414005741,"Shop 80, Main Road, Subhash Chowk, Tonk, Rajasthan","Water-Based Paints & Hardware",85
2866,"Balaji Industrial Wall Protect & Texture Depot",Hanumangarh,"Industrial Area","Trader G Hanumangarh",+919414005743,"Shop 81, Main Road, Industrial Area, Hanumangarh, Rajasthan","Water-Based Paints & Hardware",98
2867,"Kalyan Agra Trade Associates",Dausa,"Agra Road","Trader H Dausa",+919414005745,"Shop 82, Main Road, Agra Road, Dausa, Rajasthan","Water-Based Paints & Hardware",111
2868,"Krishna Station Paints & Hardware Mart",Barmer,"Station Road","Trader I Barmer",+919414005747,"Shop 83, Main Road, Station Road, Barmer, Rajasthan","Water-Based Paints & Hardware",124
2869,"Vikas Tonk Paint & Sanitary Store",Jaipur,"Tonk Road","Trader J Jaipur",+919414005749,"Shop 84, Main Road, Tonk Road, Jaipur, Rajasthan","Water-Based Paints & Hardware",137
2870,"Shree Basni Colors & Coatings Agency",Jodhpur,"Basni Industrial Area","Trader K Jodhpur",+919414005751,"Shop 85, Main Road, Basni Industrial Area, Jodhpur, Rajasthan","Water-Based Paints & Hardware",150
2871,"Jai Vigyan Hardware & Building Materials",Kota,"Vigyan Nagar","Trader L Kota",+919414005753,"Shop 86, Main Road, Vigyan Nagar, Kota, Rajasthan","Water-Based Paints & Hardware",163
2872,"New Bichhwal Wall Protect & Texture Depot",Bikaner,"Bichhwal Industrial Area","Trader M Bikaner",+919414005755,"Shop 87, Main Road, Bichhwal Industrial Area, Bikaner, Rajasthan","Water-Based Paints & Hardware",176
2873,"Royal Beawar Trade Associates",Ajmer,"Beawar City","Trader N Ajmer",+919414005757,"Shop 88, Main Road, Beawar City, Ajmer, Rajasthan","Water-Based Paints & Hardware",189
2874,"Modern Sukher Paints & Hardware Mart",Udaipur,"Sukher Industrial Area","Trader O Udaipur",+919414005759,"Shop 89, Main Road, Sukher Industrial Area, Udaipur, Rajasthan","Water-Based Paints & Hardware",202
2875,"Star Bhopalganj Paint & Sanitary Store",Bhilwara,"Bhopalganj","Trader P Bhilwara",+919414005761,"Shop 90, Main Road, Bhopalganj, Bhilwara, Rajasthan","Water-Based Paints & Hardware",215
2876,"Classic Company Colors & Coatings Agency",Alwar,"Company Bagh","Trader Q Alwar",+919414005763,"Shop 91, Main Road, Company Bagh, Alwar, Rajasthan","Water-Based Paints & Hardware",228
2877,"National Piprali Hardware & Building Materials",Sikar,"Piprali Road","Trader R Sikar",+919414005765,"Shop 92, Main Road, Piprali Road, Sikar, Rajasthan","Water-Based Paints & Hardware",241
2878,"Ganesh Gola Wall Protect & Texture Depot",Sri Ganganagar,"Gola Market","Trader S Sri Ganganagar",+919414005767,"Shop 93, Main Road, Gola Market, Sri Ganganagar, Rajasthan","Water-Based Paints & Hardware",254
2879,"Maruti Circular Trade Associates",Bharatpur,"Circular Road","Trader T Bharatpur",+919414005769,"Shop 94, Main Road, Circular Road, Bharatpur, Rajasthan","Water-Based Paints & Hardware",267
2880,"Balaji Mandia Paints & Hardware Mart",Pali,"Mandia Road Industrial Area","Trader U Pali",+919414005771,"Shop 95, Main Road, Mandia Road Industrial Area, Pali, Rajasthan","Water-Based Paints & Hardware",280
2881,"Kalyan Chanderiya Paint & Sanitary Store",Chittorgarh,"Chanderiya Industrial Area","Trader V Chittorgarh",+919414005773,"Shop 96, Main Road, Chanderiya Industrial Area, Chittorgarh, Rajasthan","Water-Based Paints & Hardware",293
2882,"Krishna Didwana Colors & Coatings Agency",Nagaur,"Didwana Road","Trader W Nagaur",+919414005775,"Shop 97, Main Road, Didwana Road, Nagaur, Rajasthan","Water-Based Paints & Hardware",306
2883,"Vikas Chirawa Hardware & Building Materials",Jhunjhunu,"Chirawa Road","Trader X Jhunjhunu",+919414005777,"Shop 98, Main Road, Chirawa Road, Jhunjhunu, Rajasthan","Water-Based Paints & Hardware",319
2884,"Shree Niwai Wall Protect & Texture Depot",Tonk,"Niwai Industrial Area","Trader Y Tonk",+919414005779,"Shop 99, Main Road, Niwai Industrial Area, Tonk, Rajasthan","Water-Based Paints & Hardware",332
2885,"Jai Town Trade Associates",Hanumangarh,"Town Main Bazaar","Trader Z Hanumangarh",+919414005781,"Shop 100, Main Road, Town Main Bazaar, Hanumangarh, Rajasthan","Water-Based Paints & Hardware",345
2886,"New Bandikui Paints & Hardware Mart",Dausa,"Bandikui Mandi","Trader A Dausa",+919414005783,"Shop 101, Main Road, Bandikui Mandi, Dausa, Rajasthan","Water-Based Paints & Hardware",358
2887,"Royal Refinery Paint & Sanitary Store",Barmer,"Refinery Site Corridor","Trader B Barmer",+919414005785,"Shop 102, Main Road, Refinery Site Corridor, Barmer, Rajasthan","Water-Based Paints & Hardware",371
2888,"Modern Amer Colors & Coatings Agency",Jaipur,"Amer Road","Trader C Jaipur",+919414005787,"Shop 103, Main Road, Amer Road, Jaipur, Rajasthan","Water-Based Paints & Hardware",384
2889,"Star Ratanada Hardware & Building Materials",Jodhpur,"Ratanada","Trader D Jodhpur",+919414005789,"Shop 104, Main Road, Ratanada, Jodhpur, Rajasthan","Water-Based Paints & Hardware",397
2890,"Classic Mahaveer Wall Protect & Texture Depot",Kota,"Mahaveer Nagar","Trader E Kota",+919414005791,"Shop 105, Main Road, Mahaveer Nagar, Kota, Rajasthan","Water-Based Paints & Hardware",410
2891,"National Rani Trade Associates",Bikaner,"Rani Bazar Industrial Area","Trader F Bikaner",+919414005793,"Shop 106, Main Road, Rani Bazar Industrial Area, Bikaner, Rajasthan","Water-Based Paints & Hardware",423
2892,"Ganesh Kutchery Paints & Hardware Mart",Ajmer,"Kutchery Road","Trader G Ajmer",+919414005795,"Shop 107, Main Road, Kutchery Road, Ajmer, Rajasthan","Water-Based Paints & Hardware",436
2893,"Maruti Hiran Paint & Sanitary Store",Udaipur,"Hiran Magri","Trader H Udaipur",+919414005797,"Shop 108, Main Road, Hiran Magri, Udaipur, Rajasthan","Water-Based Paints & Hardware",49
2894,"Balaji Sanganer Colors & Coatings Agency",Bhilwara,"Sanganer Road","Trader I Bhilwara",+919414005799,"Shop 109, Main Road, Sanganer Road, Bhilwara, Rajasthan","Water-Based Paints & Hardware",62
2895,"Kalyan Bhiwadi Hardware & Building Materials",Alwar,"Bhiwadi Industrial Zone","Trader J Alwar",+919414005801,"Shop 110, Main Road, Bhiwadi Industrial Zone, Alwar, Rajasthan","Water-Based Paints & Hardware",75
2896,"Krishna Kotwali Wall Protect & Texture Depot",Sikar,"Kotwali Market","Trader K Sikar",+919414005803,"Shop 111, Main Road, Kotwali Market, Sikar, Rajasthan","Water-Based Paints & Hardware",88
2897,"Vikas Purani Trade Associates",Sri Ganganagar,"Purani Abadi","Trader L Sri Ganganagar",+919414005805,"Shop 112, Main Road, Purani Abadi, Sri Ganganagar, Rajasthan","Water-Based Paints & Hardware",101
2898,"Shree Mathura Paints & Hardware Mart",Bharatpur,"Mathura Road","Trader M Bharatpur",+919414005807,"Shop 113, Main Road, Mathura Road, Bharatpur, Rajasthan","Water-Based Paints & Hardware",114
2899,"Jai Sumerpur Paint & Sanitary Store",Pali,"Sumerpur Road","Trader N Pali",+919414005809,"Shop 114, Main Road, Sumerpur Road, Pali, Rajasthan","Water-Based Paints & Hardware",127
2900,"New Collectorate Colors & Coatings Agency",Chittorgarh,"Collectorate Road","Trader O Chittorgarh",+919414005811,"Shop 115, Main Road, Collectorate Road, Chittorgarh, Rajasthan","Water-Based Paints & Hardware",140
2901,"Royal Kuchaman Hardware & Building Materials",Nagaur,"Kuchaman City","Trader P Nagaur",+919414005813,"Shop 116, Main Road, Kuchaman City, Nagaur, Rajasthan","Water-Based Paints & Hardware",153
2902,"Modern Peeru Wall Protect & Texture Depot",Jhunjhunu,"Peeru Singh Circle","Trader Q Jhunjhunu",+919414005815,"Shop 117, Main Road, Peeru Singh Circle, Jhunjhunu, Rajasthan","Water-Based Paints & Hardware",166
2903,"Star Malpura Trade Associates",Tonk,"Malpura Road","Trader R Tonk",+919414005817,"Shop 118, Main Road, Malpura Road, Tonk, Rajasthan","Water-Based Paints & Hardware",179
2904,"Classic Junction Paints & Hardware Mart",Hanumangarh,"Junction Market","Trader S Hanumangarh",+919414005819,"Shop 119, Main Road, Junction Market, Hanumangarh, Rajasthan","Water-Based Paints & Hardware",192
2905,"National Station Paint & Sanitary Store",Dausa,"Station Road","Trader T Dausa",+919414005821,"Shop 120, Main Road, Station Road, Dausa, Rajasthan","Water-Based Paints & Hardware",205
2906,"Ganesh Sindhari Colors & Coatings Agency",Barmer,"Sindhari Road","Trader U Barmer",+919414005823,"Shop 121, Main Road, Sindhari Road, Barmer, Rajasthan","Water-Based Paints & Hardware",218
2907,"Maruti Chomu Hardware & Building Materials",Jaipur,"Chomu","Trader V Jaipur",+919414005825,"Shop 122, Main Road, Chomu, Jaipur, Rajasthan","Water-Based Paints & Hardware",231
2908,"Balaji Mandore Wall Protect & Texture Depot",Jodhpur,"Mandore Road","Trader W Jodhpur",+919414005827,"Shop 123, Main Road, Mandore Road, Jodhpur, Rajasthan","Water-Based Paints & Hardware",244
2909,"Kalyan Borkhera Trade Associates",Kota,"Borkhera","Trader X Kota",+919414005829,"Shop 124, Main Road, Borkhera, Kota, Rajasthan","Water-Based Paints & Hardware",257
2910,"Krishna Kote Paints & Hardware Mart",Bikaner,"Kote Gate","Trader Y Bikaner",+919414005831,"Shop 125, Main Road, Kote Gate, Bikaner, Rajasthan","Water-Based Paints & Hardware",270
2911,"Vikas Madar Paint & Sanitary Store",Ajmer,"Madar Gate","Trader Z Ajmer",+919414005833,"Shop 126, Main Road, Madar Gate, Ajmer, Rajasthan","Water-Based Paints & Hardware",283
2912,"Shree Bapu Colors & Coatings Agency",Udaipur,"Bapu Bazar","Trader A Udaipur",+919414005835,"Shop 127, Main Road, Bapu Bazar, Udaipur, Rajasthan","Water-Based Paints & Hardware",296
2913,"Jai Pur Hardware & Building Materials",Bhilwara,"Pur Road","Trader B Bhilwara",+919414005837,"Shop 128, Main Road, Pur Road, Bhilwara, Rajasthan","Water-Based Paints & Hardware",309
2914,"New Neemrana Wall Protect & Texture Depot",Alwar,"Neemrana Japanese Zone","Trader C Alwar",+919414005839,"Shop 129, Main Road, Neemrana Japanese Zone, Alwar, Rajasthan","Water-Based Paints & Hardware",322
2915,"Royal Salasar Trade Associates",Sikar,"Salasar Bus Stand","Trader D Sikar",+919414005841,"Shop 130, Main Road, Salasar Bus Stand, Sikar, Rajasthan","Water-Based Paints & Hardware",335
2916,"Modern Birbal Paints & Hardware Mart",Sri Ganganagar,"Birbal Chowk","Trader E Sri Ganganagar",+919414005843,"Shop 131, Main Road, Birbal Chowk, Sri Ganganagar, Rajasthan","Water-Based Paints & Hardware",348
2917,"Star Sewar Paint & Sanitary Store",Bharatpur,"Sewar Industrial Area","Trader F Bharatpur",+919414005845,"Shop 132, Main Road, Sewar Industrial Area, Bharatpur, Rajasthan","Water-Based Paints & Hardware",361
2918,"Classic Somnath Colors & Coatings Agency",Pali,"Somnath Temple Market","Trader G Pali",+919414005847,"Shop 133, Main Road, Somnath Temple Market, Pali, Rajasthan","Water-Based Paints & Hardware",374
2919,"National Nimbahera Hardware & Building Materials",Chittorgarh,"Nimbahera Town","Trader H Chittorgarh",+919414005849,"Shop 134, Main Road, Nimbahera Town, Chittorgarh, Rajasthan","Water-Based Paints & Hardware",387
2920,"Ganesh Merta Wall Protect & Texture Depot",Nagaur,"Merta City","Trader I Nagaur",+919414005851,"Shop 135, Main Road, Merta City, Nagaur, Rajasthan","Water-Based Paints & Hardware",400
2921,"Maruti Gugali Trade Associates",Jhunjhunu,"Gugali Market","Trader J Jhunjhunu",+919414005853,"Shop 136, Main Road, Gugali Market, Jhunjhunu, Rajasthan","Water-Based Paints & Hardware",413
2922,"Balaji Civil Paints & Hardware Mart",Tonk,"Civil Lines","Trader K Tonk",+919414005855,"Shop 137, Main Road, Civil Lines, Tonk, Rajasthan","Water-Based Paints & Hardware",426
2923,"Kalyan Rawatsar Paint & Sanitary Store",Hanumangarh,"Rawatsar Road","Trader L Hanumangarh",+919414005857,"Shop 138, Main Road, Rawatsar Road, Hanumangarh, Rajasthan","Water-Based Paints & Hardware",439
2924,"Krishna Lalsot Colors & Coatings Agency",Dausa,"Lalsot Road","Trader M Dausa",+919414005859,"Shop 139, Main Road, Lalsot Road, Dausa, Rajasthan","Water-Based Paints & Hardware",52
